element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ar,1,"=""""","=""""","=""483.6697""","=""""","=""""","=""1.02e+05""",C,"=""104102.0990""","=""124771.59""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""",,"=""T1164n""","=""""",
Ar,2,"=""484.120""","=""0.002""","=""484.1197""","=""0.0007""","=""0.5?""","=""""",,"=""189934.6322""","=""210584.91""","=""3s2.3p4.(3P).4d""","=""2P""","=""1/2""","=""3s2.3p4.(3P<2>).6f""","=""2[1]*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""484.78095""","=""0.00001""","=""484.780955""","=""0.000007""","=""832""","=""8.49e+07""",B,"=""135085.9958""","=""155708.1075""","=""3s2.3p4.(3P).4s""","=""4P""","=""3/2""","=""3s2.3p4.(3P).4p""","=""4P*""","=""1/2""",,"=""T926""","=""L11520""",
Ar,3,"=""484.7846""","=""0.0020""","=""484.788""","=""0.003""","=""11""","=""""",,"=""211005.56""","=""231627.364""","=""3s2.3p3.(2P*).3d""","=""3D*""","=""2""","=""3s2.3p3.(2D*).4p""","=""3P""","=""1""",,"=""""","=""L9366""",
Ar,2,"=""484.79991""","=""0.00011""","=""484.79977""","=""0.00004""","=""9""","=""""",,"=""174409.8916""","=""195031.2028""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""485.6156""","=""0.0008""","=""485.61557""","=""0.00004""","=""1""","=""""",,"=""174409.8916""","=""194996.5613""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""486.59109""","=""0.00002""","=""486.591056""","=""0.000010""","=""83""","=""1.5e+07""",D,"=""161048.7411""","=""181594.1404""","=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""","=""3s2.3p4.(3P).5s""","=""4P""","=""5/2""",,"=""T1240""","=""L11520""",
Ar,2,"=""486.75554""","=""0.00006""","=""486.75560""","=""0.00003""","=""17""","=""""",,"=""159393.3850""","=""179931.8393""","=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""","=""3s2.3p4.(1S).3d""","=""2D""","=""3/2""",,"=""""","=""L11520""",
Ar,1,"=""""","=""""","=""487.62607""","=""""","=""""","=""7.8e+05""",D,"=""104102.0990""","=""124603.890""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""""",
Ar,2,"=""487.7120""","=""0.0005""","=""487.71202""","=""0.00005""","=""4""","=""""",,"=""172213.8798""","=""192712.058""","=""3s2.3p4.(1D).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).4d""","=""2D""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""487.98634""","=""0.00001""","=""487.986345""","=""0.000008""","=""2239""","=""8.23e+07""",A,"=""138243.6444""","=""158730.2995""","=""3s2.3p4.(3P).4s""","=""2P""","=""3/2""","=""3s2.3p4.(3P).4p""","=""2D*""","=""5/2""",,"=""T926""","=""L11520""",
Ar,2,"=""488.22424""","=""0.00007""","=""488.22431""","=""0.00005""","=""21""","=""""",,"=""174821.0098""","=""195297.6798""","=""3s2.3p4.(1D).3d""","=""2P""","=""1/2""","=""3s2.3p4.(3P<2>).4f""","=""2[1]*""","=""3/2""",,"=""""","=""L11520""",
Ar,1,"=""""","=""""","=""488.6290""","=""""","=""""","=""1.2e+05""",E,"=""105462.7596""","=""125922.47""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).10d""","=""2[7/2]*""","=""4""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""488.79471""","=""""","=""""","=""1.3e+06""",D,"=""104102.0990""","=""124554.874""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""""",
Ar,2,"=""488.82605""","=""0.00015""","=""488.82611""","=""0.00004""","=""8""","=""""",,"=""174409.8916""","=""194861.3529""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""488.90419""","=""0.00001""","=""488.904194""","=""0.000008""","=""288""","=""1.9e+07""",C,"=""139258.3389""","=""159706.5337""","=""3s2.3p4.(3P).4s""","=""2P""","=""1/2""","=""3s2.3p4.(3P).4p""","=""2P*""","=""1/2""",,"=""T926""","=""L11520""",
Ar,3,"=""489.1984""","=""0.0020""","=""489.19581""","=""0.00010""","=""6""","=""""",,"=""188714.875""","=""209150.8807""","=""3s2.3p3.(2D*).3d""","=""3D*""","=""3""","=""3s2.3p3.(4S*).4p""","=""3P""","=""2""",,"=""""","=""L9366""",
Ar,1,"=""""","=""""","=""489.46909""","=""""","=""""","=""1.8e+06""",D,"=""104102.0990""","=""124526.695""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""0""",,"=""T1218n""","=""""",
Ar,2,"=""490.47514""","=""0.00001""","=""490.475143""","=""0.000008""","=""107""","=""3.7e+06""",B+,"=""150147.7021""","=""170530.4040""","=""3s2.3p4.(3P).3d""","=""2F""","=""5/2""","=""3s2.3p4.(1D).4p""","=""2F*""","=""7/2""",,"=""T926""","=""L11520""",
Ar,2,"=""491.43151""","=""0.00019""","=""491.431459""","=""0.000015""","=""7""","=""""",,"=""172213.8798""","=""192556.9179""","=""3s2.3p4.(1D).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).4d""","=""2D""","=""5/2""",,"=""""","=""L11520""",
Ar,1,"=""""","=""""","=""492.1034""","=""""","=""""","=""5.9e+04""",E,"=""105617.2700""","=""125932.53""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).10d""","=""2[7/2]*""","=""3""",,"=""T1164n""","=""""",
Ar,2,"=""493.32089""","=""0.00001""","=""493.320891""","=""0.000005""","=""251""","=""1.44e+07""",A,"=""135085.9958""","=""155351.1206""","=""3s2.3p4.(3P).4s""","=""4P""","=""3/2""","=""3s2.3p4.(3P).4p""","=""4P*""","=""3/2""",,"=""T926""","=""L11520""",
Ar,2,"=""493.6083""","=""0.0008""","=""493.608555""","=""0.000008""","=""3""","=""7.e+05""",C+,"=""150147.7021""","=""170401.0170""","=""3s2.3p4.(3P).3d""","=""2F""","=""5/2""","=""3s2.3p4.(1D).4p""","=""2F*""","=""5/2""",,"=""T926""","=""L14821""",
Ar,1,"=""""","=""""","=""493.7720""","=""""","=""""","=""3.6e+04""",E,"=""105462.7596""","=""125709.37""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""2""",,"=""T1164n""","=""""",
Ar,2,"=""494.29210""","=""0.00006""","=""494.29215""","=""0.00003""","=""19""","=""""",,"=""159706.5337""","=""179931.8393""","=""3s2.3p4.(3P).4p""","=""2P*""","=""1/2""","=""3s2.3p4.(1S).3d""","=""2D""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""494.93999""","=""0.00015""","=""494.939807""","=""0.000020""","=""6""","=""""",,"=""159393.3850""","=""179592.2248""","=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""","=""3s2.3p4.(1S).3d""","=""2D""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""495.2924""","=""0.0008""","=""495.292311""","=""0.000010""","=""2""","=""6.e+05""",D,"=""138243.6444""","=""158428.1087""","=""3s2.3p4.(3P).4s""","=""2P""","=""3/2""","=""3s2.3p4.(3P).4p""","=""4D*""","=""1/2""",,"=""T926""","=""L14821""",
Ar,2,"=""495.51096""","=""0.00017""","=""495.51112""","=""0.00005""","=""8""","=""""",,"=""174821.0098""","=""194996.5613""","=""3s2.3p4.(1D).3d""","=""2P""","=""1/2""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L11520""",
Ar,1,"=""""","=""""","=""495.6750""","=""""","=""""","=""1.8e+05""",E,"=""105462.7596""","=""125631.64""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).9d""","=""2[7/2]*""","=""4""",,"=""T1164n""","=""""",
Ar,2,"=""495.9478""","=""0.0008""","=""495.948667""","=""0.000020""","=""1""","=""""",,"=""189040.9351""","=""209198.6869""","=""3s2.3p4.(3P).5p""","=""4P*""","=""3/2""","=""3s2.3p4.(3P).6d""","=""4P""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""496.50794""","=""0.00001""","=""496.507942""","=""0.000008""","=""891""","=""3.94e+07""",A,"=""139258.3389""","=""159393.3850""","=""3s2.3p4.(3P).4s""","=""2P""","=""1/2""","=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""",,"=""T926""","=""L11520""",
Ar,2,"=""497.21599""","=""0.00001""","=""497.215984""","=""0.000010""","=""100""","=""9.7e+06""",B+,"=""135601.7336""","=""155708.1075""","=""3s2.3p4.(3P).4s""","=""4P""","=""1/2""","=""3s2.3p4.(3P).4p""","=""4P*""","=""1/2""",,"=""T926""","=""L11520""",
Ar,2,"=""498.0025""","=""0.0008""","=""498.003313""","=""0.000010""","=""0.5""","=""""",,"=""186074.4375""","=""206149.0242""","=""3s2.3p4.(3P).4d""","=""4F""","=""5/2""","=""3s2.3p4.(3P<1>).5f""","=""2[4]*""","=""7/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""498.9943""","=""""","=""""","=""1.1e+05""",E,"=""105617.2700""","=""125651.99""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).9d""","=""2[7/2]*""","=""3""",,"=""T1164n""","=""""",
Ar,2,"=""499.072""","=""0.002""","=""499.073652""","=""0.000008""","=""0.5?""","=""""",,"=""182222.1209""","=""202253.6552""","=""3s2.3p4.(3P).5s""","=""4P""","=""3/2""","=""3s2.3p4.(3P).6p""","=""4P*""","=""3/2""",,"=""""","=""L14821""",
Ar,3,"=""499.2617""","=""0.0020""","=""499.2617""","=""0.0020""","=""10""","=""""",,"=""224334.09""","=""244358.081""","=""3s2.3p3.(2D*).3d""","=""1F*""","=""3""","=""3s2.3p3.(2P*).4p""","=""1D""","=""2""",,"=""""","=""L9366""",
Ar,2,"=""499.345""","=""0.002""","=""499.345575""","=""0.000015""","=""0.5""","=""""",,"=""184093.1337""","=""204113.7598""","=""3s2.3p4.(1D).3d""","=""2S""","=""1/2""","=""3s2.3p4.(1D).5p""","=""2D*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""499.3746""","=""0.0008""","=""499.37552""","=""0.00004""","=""2""","=""""",,"=""190106.3000""","=""210125.7255""","=""3s2.3p4.(3P).5p""","=""4D*""","=""3/2""","=""3s2.3p4.(3P).6d""","=""2D""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""499.6782""","=""0.0008""","=""499.679301""","=""0.000018""","=""2""","=""""",,"=""185093.3298""","=""205100.5847""","=""3s2.3p4.(3P).4d""","=""4F""","=""9/2""","=""3s2.3p4.(3P<2>).5f""","=""2[5]*""","=""11/2""",,"=""""","=""L14821""",
Ar,2,"=""500.93342""","=""0.00001""","=""500.933420""","=""0.000006""","=""355""","=""1.51e+07""",B,"=""135085.9958""","=""155043.1619""","=""3s2.3p4.(3P).4s""","=""4P""","=""3/2""","=""3s2.3p4.(3P).4p""","=""4P*""","=""5/2""",,"=""T926""","=""L11520""",
Ar,2,"=""501.492""","=""0.002""","=""501.4932""","=""0.0004""","=""1h""","=""""",,"=""190592.2306""","=""210527.119""","=""3s2.3p4.(3P).4d""","=""2P""","=""3/2""","=""3s2.3p4.(3P<2>).6f""","=""2[2]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""501.71626""","=""0.00001""","=""501.716264""","=""0.000008""","=""7413""","=""2.07e+07""",B,"=""150474.9903""","=""170401.0170""","=""3s2.3p4.(3P).3d""","=""2D""","=""3/2""","=""3s2.3p4.(1D).4p""","=""2F*""","=""5/2""",,"=""T926""","=""L11520""",
Ar,2,"=""501.76337""","=""0.00007""","=""501.763384""","=""0.000010""","=""14""","=""1.1e+06""",B,"=""138243.6444""","=""158167.7999""","=""3s2.3p4.(3P).4s""","=""2P""","=""3/2""","=""3s2.3p4.(3P).4p""","=""4D*""","=""3/2""",,"=""T926""","=""L11520""",
Ar,2,"=""502.4778""","=""0.0008""","=""502.47938""","=""0.00005""","=""1""","=""""",,"=""172816.2926""","=""192712.058""","=""3s2.3p4.(1D).4p""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).4d""","=""2D""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""503.0700""","=""0.0008""","=""503.06820""","=""0.00010""","=""1h""","=""""",,"=""190592.2306""","=""210464.709""","=""3s2.3p4.(3P).4d""","=""2P""","=""3/2""","=""3s2.3p4.(3P<2>).6f""","=""2[3]*""","=""5/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""503.2024""","=""""","=""""","=""8.2e+04""",E,"=""105462.7596""","=""125329.94""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""2""",,"=""T1164n""","=""""",
Ar,2,"=""503.440""","=""0.002""","=""503.440128""","=""0.000015""","=""0.5""","=""""",,"=""185093.3298""","=""204951.1273""","=""3s2.3p4.(3P).4d""","=""4F""","=""9/2""","=""3s2.3p4.(3P<2>).5f""","=""2[4]*""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""503.777""","=""0.004""","=""503.777036""","=""0.000015""","=""0.5bl""","=""""",,"=""185093.3298""","=""204937.8473""","=""3s2.3p4.(3P).4d""","=""4F""","=""9/2""","=""3s2.3p4.(3P<2>).5f""","=""2[4]*""","=""9/2""",,"=""""","=""L14821""",
Ar,2,"=""504.2416""","=""0.0008""","=""504.241985""","=""0.000010""","=""1""","=""""",,"=""183675.6614""","=""203501.8810""","=""3s2.3p4.(3P).4d""","=""4D""","=""7/2""","=""3s2.3p4.(3P).6p""","=""2D*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""504.511""","=""0.004""","=""504.510468""","=""0.000010""","=""0.5w,bl""","=""""",,"=""186816.0496""","=""206631.7185""","=""3s2.3p4.(3P).4d""","=""2F""","=""7/2""","=""3s2.3p4.(3P<0>).5f""","=""2[3]*""","=""5/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""504.8811""","=""""","=""""","=""4.6e+05""",D,"=""104102.0990""","=""123903.220""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""505.4176""","=""""","=""""","=""4.5e+05""",D,"=""104102.0990""","=""123882.203""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""505.6529""","=""""","=""""","=""5.7e+05""",D,"=""104102.0990""","=""123873.000""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""0""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""506.0079""","=""""","=""""","=""3.7e+05""",E,"=""105462.7596""","=""125219.788""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).8d""","=""2[7/2]*""","=""4""",,"=""T1164n""","=""""",
Ar,2,"=""506.20370""","=""0.00001""","=""506.203703""","=""0.000011""","=""398""","=""2.23e+07""",B,"=""135601.7336""","=""155351.1206""","=""3s2.3p4.(3P).4s""","=""4P""","=""1/2""","=""3s2.3p4.(3P).4p""","=""4P*""","=""3/2""",,"=""T926""","=""L11520""",
Ar,1,"=""""","=""""","=""507.0977""","=""""","=""""","=""2.6e+05""",E,"=""105617.2700""","=""125331.84""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""1""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""507.3076""","=""""","=""""","=""5.9e+04""",D,"=""104102.0990""","=""123808.513""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""507.8033""","=""""","=""""","=""4.7e+04""",E,"=""105462.7596""","=""125149.937""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<1/2>).6d""","=""2[5/2]*""","=""3""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""508.7084""","=""""","=""""","=""1.6e+05""",E,"=""105617.2700""","=""125269.42""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).8d""","=""2[7/2]*""","=""3""",,"=""T1164n""","=""""",
Ar,2,"=""508.764""","=""0.002""","=""508.763614""","=""0.000011""","=""0.5""","=""""",,"=""186470.3603""","=""206120.3769""","=""3s2.3p4.(3P).4d""","=""4P""","=""3/2""","=""3s2.3p4.(3P<1>).5f""","=""2[2]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""509.04948""","=""0.00003""","=""509.04949""","=""0.00003""","=""45""","=""""",,"=""172335.5985""","=""191974.5800""","=""3s2.3p4.(1D).3d""","=""2D""","=""5/2""","=""3s2.3p4.(1S).4p""","=""2P*""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""509.2174""","=""0.0008""","=""509.218711""","=""0.000023""","=""1""","=""""",,"=""189040.9351""","=""208673.3904""","=""3s2.3p4.(3P).5p""","=""4P*""","=""3/2""","=""3s2.3p4.(3P).6d""","=""4F""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""509.5845""","=""0.0008""","=""509.58581""","=""0.00005""","=""2""","=""""",,"=""190507.4128""","=""210125.7255""","=""3s2.3p4.(3P).5p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).6d""","=""2D""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""509.6851""","=""0.0008""","=""509.68595""","=""0.00005""","=""1""","=""""",,"=""190511.2674""","=""210125.7255""","=""3s2.3p4.(3P).5p""","=""2D*""","=""5/2""","=""3s2.3p4.(3P).6d""","=""2D""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""510.045""","=""0.002""","=""510.044206""","=""0.000011""","=""0.5""","=""""",,"=""189415.0280""","=""209015.7090""","=""3s2.3p4.(3P).5p""","=""4D*""","=""7/2""","=""3s2.3p4.(3P).6d""","=""2F""","=""7/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""510.4729""","=""""","=""""","=""8.7e+04""",E,"=""106087.2598""","=""125671.48""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).9d""","=""2[5/2]*""","=""2""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""511.8202""","=""""","=""""","=""2.7e+05""",D+,"=""105617.2700""","=""125149.937""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).6d""","=""2[5/2]*""","=""3""",,"=""T1218n""","=""""",
Ar,2,"=""512.14804""","=""0.00005""","=""512.14805""","=""0.00006""","=""5""","=""""",,"=""192556.9179""","=""212077.0827""","=""3s2.3p4.(3P).4d""","=""2D""","=""5/2""","=""3s2.3p4.(3P<0>).6f""","=""2[3]*""","=""5/2""",,"=""""","=""L2634""",
Ar,2,"=""512.259""","=""0.002""","=""512.259683""","=""0.000008""","=""0.5*""","=""""",,"=""182951.2609""","=""202467.1718""","=""3s2.3p4.(3P).5s""","=""4P""","=""1/2""","=""3s2.3p4.(3P).6p""","=""4D*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""512.259""","=""0.002""","=""512.260827""","=""0.000011""","=""0.5*""","=""""",,"=""183986.0137""","=""203501.8810""","=""3s2.3p4.(3P).4d""","=""4D""","=""3/2""","=""3s2.3p4.(3P).6p""","=""2D*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""512.2972""","=""0.0008""","=""512.29809""","=""0.00003""","=""2""","=""""",,"=""192556.9179""","=""212071.3657""","=""3s2.3p4.(3P).4d""","=""2D""","=""5/2""","=""3s2.3p4.(3P<0>).6f""","=""2[3]*""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""512.57663""","=""0.00007""","=""512.57660""","=""0.00004""","=""17""","=""""",,"=""172829.6539""","=""192333.4986""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""","=""3s2.3p4.(1S).4p""","=""2P*""","=""1/2""",,"=""""","=""L11520""",
Ar,1,"=""""","=""""","=""512.7801""","=""""","=""""","=""3.3e+04""",D,"=""105617.2700""","=""125113.376""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).6d""","=""2[5/2]*""","=""2""",,"=""T1218n""","=""""",
Ar,2,"=""512.9083""","=""0.0008""","=""512.90918""","=""0.00004""","=""2""","=""""",,"=""190106.3000""","=""209597.4982""","=""3s2.3p4.(3P).5p""","=""4D*""","=""3/2""","=""3s2.3p4.(3P).6d""","=""2P""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""513.1106""","=""0.0008""","=""513.109604""","=""0.000011""","=""1""","=""""",,"=""188766.2129""","=""208249.7978""","=""3s2.3p4.(3P).5p""","=""4P*""","=""5/2""","=""3s2.3p4.(3P).7s""","=""2P""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""513.2145""","=""0.0008""","=""513.214532""","=""0.000011""","=""2""","=""""",,"=""185624.8282""","=""205104.4297""","=""3s2.3p4.(3P).4d""","=""4F""","=""7/2""","=""3s2.3p4.(3P<2>).5f""","=""2[5]*""","=""9/2""",,"=""""","=""L14821""",
Ar,2,"=""514.17826""","=""0.00001""","=""514.178260""","=""0.000008""","=""224""","=""8.1e+06""",A,"=""151087.3128""","=""170530.4040""","=""3s2.3p4.(3P).3d""","=""2D""","=""5/2""","=""3s2.3p4.(1D).4p""","=""2F*""","=""7/2""",,"=""T926""","=""L11520""",
Ar,2,"=""514.53080""","=""0.00001""","=""514.530815""","=""0.000008""","=""162""","=""1.06e+07""",B,"=""138243.6444""","=""157673.4134""","=""3s2.3p4.(3P).4s""","=""2P""","=""3/2""","=""3s2.3p4.(3P).4p""","=""4D*""","=""5/2""",,"=""T926""","=""L11520""",
Ar,1,"=""515.1391""","=""""","=""515.1391""","=""""","=""5""","=""2.39e+06""",C,"=""104102.0990""","=""123508.927""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""0""",,"=""T1218n""","=""L2634""",
Ar,1,"=""""","=""""","=""515.23031""","=""""","=""""","=""1.1e+05""",D,"=""104102.0990""","=""123505.4896""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""2""",,"=""T1218n""","=""""",
Ar,2,"=""515.28606""","=""0.00005""","=""515.28606""","=""0.00005""","=""5""","=""""",,"=""190196.2066""","=""209597.4982""","=""3s2.3p4.(3P).5p""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).6d""","=""2P""","=""3/2""",,"=""""","=""L2634""",
Ar,2,"=""515.9505""","=""0.0008""","=""515.951240""","=""0.000006""","=""1""","=""""",,"=""183090.8927""","=""202467.1718""","=""3s2.3p4.(3P).5s""","=""2P""","=""3/2""","=""3s2.3p4.(3P).6p""","=""4D*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""516.081""","=""0.004""","=""516.082641""","=""0.000011""","=""0bl""","=""""",,"=""185624.8282""","=""204996.1739""","=""3s2.3p4.(3P).4d""","=""4F""","=""7/2""","=""3s2.3p4.(3P<2>).5f""","=""2[3]*""","=""7/2""",,"=""""","=""L14821""",
Ar,1,"=""516.2285""","=""""","=""516.22845""","=""""","=""15""","=""1.90e+06""",C,"=""104102.0990""","=""123467.9733""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""L2634""",
Ar,2,"=""516.27467""","=""0.00009""","=""516.27463""","=""0.00005""","=""14""","=""""",,"=""173347.9158""","=""192712.058""","=""3s2.3p4.(1D).4p""","=""2D*""","=""3/2""","=""3s2.3p4.(3P).4d""","=""2D""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""516.57727""","=""0.00002""","=""516.577292""","=""0.000022""","=""48""","=""""",,"=""160239.4280""","=""179592.2248""","=""3s2.3p4.(3P).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(1S).3d""","=""2D""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""517.5426""","=""0.0008""","=""517.541477""","=""0.000011""","=""2""","=""""",,"=""186816.0496""","=""206132.7924""","=""3s2.3p4.(3P).4d""","=""2F""","=""7/2""","=""3s2.3p4.(3P<1>).5f""","=""2[4]*""","=""9/2""",,"=""""","=""L14821""",
Ar,2,"=""517.62290""","=""0.00004""","=""517.622902""","=""0.000008""","=""26""","=""1.7e+06""",B,"=""151087.3128""","=""170401.0170""","=""3s2.3p4.(3P).3d""","=""2D""","=""5/2""","=""3s2.3p4.(1D).4p""","=""2F*""","=""5/2""",,"=""T926""","=""L11520""",
Ar,1,"=""""","=""""","=""517.7536""","=""""","=""""","=""2.4e+05""",D,"=""105462.7596""","=""124771.59""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""""",
Ar,2,"=""517.924""","=""0.002""","=""517.926198""","=""0.000008""","=""0h""","=""""",,"=""182951.2609""","=""202253.6552""","=""3s2.3p4.(3P).5s""","=""4P""","=""1/2""","=""3s2.3p4.(3P).6p""","=""4P*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""518.309""","=""0.004""","=""518.308019""","=""0.000019""","=""1bl,i""","=""""",,"=""189040.9351""","=""208329.1101""","=""3s2.3p4.(3P).5p""","=""4P*""","=""3/2""","=""3s2.3p4.(3P).7s""","=""4P""","=""1/2""",,"=""""","=""L14821""",
